,Banner_type0,Banner_type1,Banner_type2,Banner_type3,Banner_type4
1148,1,1,0,1,1
1149,0,0,1,0,0
1150,1,1,0,0,1
1151,1,1,0,0,0
1152,0,0,1,1,0
1153,0,1,0,0,0
1154,1,1,0,1,0
1155,1,0,0,1,0
1156,1,1,0,1,1
1157,0,0,0,1,1
1158,1,0,1,0,0
1159,1,1,1,0,0
1160,1,1,1,0,1
1161,0,0,1,0,0
1162,1,1,1,0,0
1163,1,1,0,0,1
1164,0,0,1,0,0
1165,0,1,1,0,0
1166,1,0,1,0,0
1167,1,0,0,0,0
1168,1,1,1,0,1
1169,1,1,1,1,0
1170,1,0,0,1,1
1171,0,1,0,0,0
1172,1,0,0,0,0
1173,1,1,0,1,0
1174,0,0,1,1,1
1175,0,1,1,1,0
1176,0,0,0,1,0
1177,0,1,0,1,1
1178,0,0,0,0,0
1179,1,0,1,1,1
1180,1,0,0,0,1
1181,1,0,1,0,1
1182,1,0,0,1,0
1183,0,1,0,1,1
1184,1,0,0,0,1
1185,0,1,0,1,0
1186,1,1,0,0,0
1187,1,1,1,1,0
1188,0,1,0,0,1
1189,1,0,0,1,0
1190,0,0,1,1,1
1191,0,0,0,0,0
1192,1,1,1,0,1
1193,1,0,0,0,1
1194,0,0,1,1,1
1195,1,0,1,0,1
1196,0,1,1,0,0
1197,0,0,1,1,1
1198,0,0,0,1,0
1199,0,1,1,0,0
1200,0,1,1,0,0
1201,0,0,1,1,0
1202,0,1,0,1,0
1203,1,0,1,1,0
1204,1,0,1,1,0
1205,0,1,1,0,0
1206,1,0,1,0,0
1207,1,0,1,1,0
1208,0,1,0,0,0
1209,0,0,1,1,0
1210,1,1,0,1,1
1211,0,0,1,1,1
1212,1,1,1,1,1
1213,0,1,1,0,0
1214,0,0,1,1,1
1215,1,0,0,1,1
1216,1,0,0,1,1
1217,0,0,0,1,1
1218,0,1,1,1,1
1219,0,1,0,0,0
1220,0,0,0,0,0
1221,0,0,0,1,0
1222,0,1,0,1,1
1223,0,0,0,1,0
1224,0,0,0,1,1
1225,0,1,1,0,0
1226,1,1,1,0,0
1227,1,0,1,1,1
1228,0,1,1,0,0
1229,0,1,0,1,1
1230,0,1,1,1,0
1231,1,1,1,1,0
1232,0,0,0,1,0
1233,1,0,1,0,1
1234,1,1,0,1,1
1235,0,0,1,1,0
1236,1,0,1,1,0
1237,0,0,0,0,1
1238,1,1,0,0,0
1239,0,0,1,0,0
1240,0,1,0,1,1
1241,1,0,0,0,0
1242,0,1,0,0,1
1243,0,1,0,1,0
1244,1,1,0,0,0
1245,0,1,1,1,1
1246,1,1,0,1,0
1247,1,0,1,1,1
1248,1,1,0,1,0
1249,0,1,1,0,0
1250,1,1,1,0,0
1251,0,0,0,0,1
1252,0,0,0,1,0
1253,0,1,1,1,1
1254,0,1,1,0,1
1255,1,0,0,1,1
1256,1,1,0,1,1
1257,1,0,0,0,1
1258,1,0,1,1,1
1259,1,1,1,1,1
1260,1,0,0,0,0
1261,1,1,0,1,0
1262,1,0,0,0,1
1263,1,0,1,1,1
1264,0,0,0,0,1
1265,0,1,1,1,0
1266,1,1,0,0,0
1267,1,0,1,0,1
1268,1,1,1,0,0
1269,1,0,0,0,1
1270,1,1,0,0,1
1271,0,1,0,1,1
1272,1,1,0,1,0
1273,0,0,0,1,0
1274,1,1,1,1,1
1275,1,1,0,1,0
1276,1,1,1,1,1
1277,1,0,1,0,1
1278,0,0,0,0,1
1279,0,0,1,1,1
1280,0,0,1,1,1
1281,0,0,1,0,0
1282,0,1,1,0,0
1283,0,0,0,0,1
1284,0,0,0,1,1
1285,1,1,1,0,0
1286,0,0,0,0,1
1287,1,1,1,1,0
1288,1,1,1,0,0
1289,1,1,1,1,1
1290,0,0,1,0,1
1291,0,1,0,0,0
1292,0,0,0,0,1
1293,1,0,0,0,1
1294,1,1,0,1,0
1295,1,0,0,1,1
1296,0,0,0,1,1
1297,1,1,1,0,1
1298,0,1,1,0,1
1299,0,1,1,1,1
1300,1,1,0,0,1
1301,0,1,0,1,1
1302,1,0,1,1,0
1303,0,0,0,1,1
1304,0,0,0,0,0
1305,0,1,0,0,0
1306,1,1,1,0,0
1307,0,1,0,0,0
1308,0,1,0,0,0
1309,0,1,1,1,1
1310,1,1,1,1,1
1311,1,0,1,0,0
1312,1,0,0,1,1
1313,0,1,1,1,0
1314,1,0,0,1,0
1315,1,0,1,0,1
1316,1,0,1,0,1
1317,0,0,0,0,0
1318,0,0,0,0,0
1319,1,0,1,1,1
1320,0,0,1,1,0
1321,1,1,1,1,1
1322,0,0,1,1,1
1323,0,0,1,1,1
1324,0,1,0,1,1
1325,1,0,1,0,1
1326,0,0,0,1,0
1327,0,1,0,0,1
1328,1,1,1,0,1
1329,0,1,0,1,0
1330,1,0,0,1,1
1331,0,1,0,1,1
1332,0,1,1,1,0
1333,1,1,1,0,1
1334,0,0,1,1,1
1335,0,0,0,0,0
1336,0,1,0,0,0
1337,0,1,1,0,1
1338,0,1,1,0,0
1339,1,0,0,1,0
1340,0,0,1,1,1
1341,1,0,1,0,0
1342,0,0,1,1,0
1343,0,0,1,1,1
1344,0,1,1,1,1
1345,0,0,0,1,0
1346,1,0,1,0,1
1347,1,0,1,1,0
1348,1,1,1,0,1
1349,0,1,0,0,0
1350,0,0,1,1,0
1351,1,0,1,0,1
1352,1,0,0,0,0
1353,0,0,1,0,1
1354,1,1,0,0,0
1355,0,0,0,1,1
1356,0,1,0,0,1
1357,0,0,1,1,1
1358,0,1,0,0,1
1359,1,1,0,0,0
1360,1,1,1,0,1
1361,0,1,0,0,1
1362,1,1,0,0,1
1363,0,0,1,0,1
1364,0,0,1,0,1
1365,0,0,0,0,0
1366,0,1,0,0,0
1367,0,1,1,0,0
1368,0,0,0,1,1
1369,1,0,1,1,1
1370,1,1,1,0,1
1371,0,0,0,1,0
1372,0,0,1,0,1
1373,1,1,1,1,1
1374,0,0,1,0,0
1375,0,1,0,1,1
1376,0,0,0,0,0
1377,1,1,0,1,1
1378,0,0,0,0,0
1379,0,0,1,0,0
1380,1,1,0,1,1
1381,1,1,1,0,1
1382,0,0,1,1,0
1383,0,1,1,1,0
1384,0,1,0,0,0
1385,0,0,0,0,1
1386,0,0,0,1,0
1387,1,1,0,0,0
1388,0,0,0,0,0
1389,1,1,0,0,1
1390,1,1,0,0,1
1391,0,1,1,0,0
1392,0,0,1,0,0
1393,1,1,1,0,1
1394,0,1,1,1,0
1395,0,0,1,0,0
1396,1,0,1,0,1
1397,0,1,1,1,1
1398,1,0,1,0,1
1399,0,1,1,1,0
1400,0,0,0,1,0
1401,1,1,0,1,0
1402,0,1,1,0,1
1403,1,1,0,1,0
1404,1,0,0,1,1
1405,0,1,0,0,1
1406,1,0,0,1,1
1407,1,1,0,1,1
1408,0,0,1,0,1
1409,1,0,0,1,1
1410,1,0,0,1,0
1411,1,1,0,0,0
1412,1,1,0,0,0
1413,1,0,1,0,1
1414,1,0,0,0,1
1415,1,1,0,1,0
1416,1,1,0,0,0
1417,0,1,0,0,1
1418,0,1,1,0,0
1419,0,1,1,1,0
1420,1,0,0,0,1
1421,1,1,0,1,0
1422,0,0,0,0,1
1423,0,0,1,1,1
1424,0,1,1,1,1
1425,0,1,0,1,0
1426,1,1,1,1,1
1427,0,0,1,1,1
1428,1,1,1,1,0
1429,1,0,0,0,1
1430,0,1,1,1,0
1431,0,1,1,1,1
1432,1,1,0,1,0
1433,0,0,0,0,0
1434,0,1,0,0,0
1435,0,1,0,0,0
1436,0,0,0,0,0
1437,0,0,0,1,0
1438,0,1,1,1,0
1439,0,1,1,1,0
1440,1,1,1,0,1
1441,1,1,0,1,0
1442,1,0,0,0,1
1443,1,0,0,1,0
1444,0,1,1,1,0
1445,1,0,1,1,1
1446,0,0,1,0,0
1447,1,1,0,0,0
1448,1,0,0,1,0
1449,0,1,1,1,1
1450,1,0,0,0,0
1451,0,0,0,1,1
1452,0,1,0,0,1
1453,0,0,1,0,0
1454,0,1,0,0,1
1455,1,1,0,1,0
1456,1,1,1,1,0
1457,1,1,1,0,1
1458,0,0,1,0,0
1459,1,0,0,0,0
1460,0,1,0,0,1
1461,1,0,1,1,0
1462,1,0,1,0,1
1463,1,0,1,0,0
1464,0,1,0,0,1
1465,1,0,0,0,0
1466,1,1,0,0,1
1467,0,0,1,0,1
1468,1,1,1,1,1
1469,1,1,0,1,1
1470,1,0,0,1,0
1471,1,0,1,1,0
1472,1,0,0,1,1
1473,0,1,0,0,0
1474,0,1,1,0,1
1475,1,1,0,0,1
1476,1,0,1,1,0
1477,1,0,1,0,1
1478,0,0,1,0,1
1479,0,1,1,1,1
1480,1,1,0,1,0
1481,0,0,1,1,1
1482,1,0,1,0,0
1483,1,1,1,0,0
1484,1,1,0,0,0
1485,1,0,1,1,0
1486,1,0,0,0,0
1487,0,0,1,1,1
1488,1,0,1,1,1
1489,1,1,1,0,1
1490,1,0,1,0,0
1491,1,1,0,0,0
1492,0,0,1,0,0
1493,0,1,1,0,1
1494,0,1,0,1,0
1495,1,1,0,0,0
1496,1,0,1,1,1
1497,1,0,1,0,0
1498,1,1,1,0,0
1499,0,1,0,0,1
1500,1,1,1,1,1
1501,1,0,1,1,0
1502,0,0,0,1,0
1503,0,1,0,1,1
1504,1,1,1,0,1
1505,1,1,0,1,0
1506,1,0,1,0,1
1507,0,0,1,1,1
1508,1,1,0,1,1
1509,0,1,0,1,0
1510,0,1,1,0,0
1511,1,0,1,1,0
1512,1,0,0,1,0
1513,0,1,1,0,0
1514,0,0,1,0,1
1515,0,0,1,0,0
1516,0,1,1,0,1
1517,0,0,0,1,1
1518,1,1,0,1,0
1519,0,0,0,1,1
1520,0,1,1,1,0
1521,1,1,1,0,0
1522,1,0,1,1,0
1523,1,0,0,0,0
1524,0,0,0,1,0
1525,1,0,0,0,1
1526,0,0,0,0,0
1527,1,0,0,1,1
1528,0,1,1,1,1
1529,1,1,1,0,1
1530,0,1,1,0,0
1531,1,1,1,0,1
1532,1,0,0,0,0
1533,1,1,1,1,1
1534,0,1,1,0,0
1535,0,1,0,0,0
1536,1,1,0,1,0
1537,0,0,0,1,1
1538,1,1,0,1,1
1539,1,0,0,0,0
1540,1,0,1,1,1
1541,0,0,1,0,0
1542,1,1,0,0,0
1543,0,0,1,0,1
1544,0,0,0,0,1
1545,1,1,1,1,0
1546,1,0,1,1,1
1547,1,0,1,1,1
1548,1,0,0,0,1
1549,1,0,0,0,1
1550,1,1,0,0,1
1551,1,1,1,0,0
1552,0,1,0,1,0
1553,0,0,0,1,0
1554,0,0,1,1,1
1555,0,0,0,0,1
1556,1,0,0,0,1
1557,0,1,0,1,1
1558,0,0,0,0,0
1559,1,1,0,0,1
1560,1,1,0,0,0
1561,1,0,1,1,1
1562,1,0,0,0,0
1563,1,0,1,1,0
1564,0,1,1,1,0
1565,0,1,1,1,1
1566,1,0,1,1,0
1567,0,1,0,0,0
1568,0,1,0,0,0
1569,1,1,0,0,0
1570,1,1,0,1,1
1571,1,0,1,0,1
1572,1,0,1,1,0
1573,1,1,1,0,0
1574,0,0,0,0,0
1575,1,1,1,1,0
1576,0,1,0,0,1
1577,1,1,0,1,1
1578,1,0,0,1,1
1579,0,0,0,1,1
1580,1,1,1,1,1
1581,1,0,0,1,1
1582,1,1,1,0,1
1583,1,1,1,0,0
1584,0,1,0,0,1
1585,1,0,1,0,1
1586,1,1,1,1,1
1587,0,0,0,0,1
1588,1,1,0,1,1
1589,0,0,0,0,0
1590,0,0,0,1,1
1591,0,0,1,0,0
1592,1,1,1,0,1
1593,1,0,1,0,0
1594,1,0,1,0,0
1595,0,1,1,0,0
1596,1,1,0,0,1
1597,1,1,0,0,0
1598,0,1,0,1,1
1599,1,0,0,1,0
1600,0,0,1,1,1
1601,0,0,0,1,1
1602,1,0,1,1,0
1603,0,1,0,1,0
1604,1,0,1,0,0
1605,1,0,1,0,0
1606,0,0,1,0,1
1607,0,1,1,0,1
1608,1,1,1,0,1
1609,1,0,0,1,0
1610,1,1,1,1,0
1611,0,1,0,0,0
1612,0,0,0,0,1
1613,0,0,1,0,0
1614,0,1,1,0,1
1615,0,0,0,0,1
1616,0,0,1,0,1
1617,1,1,0,1,0
1618,0,0,0,0,0
1619,0,1,0,0,0
1620,0,0,0,1,0
1621,0,1,1,0,0
1622,1,0,0,1,0
1623,1,1,1,1,0
1624,0,1,0,0,0
1625,1,0,0,0,0
1626,0,1,0,0,1
1627,1,0,0,1,1
1628,1,1,1,1,0
1629,1,1,1,0,0
1630,0,1,1,1,1
1631,0,0,0,0,0
1632,0,0,0,0,1
1633,1,0,1,0,1
1634,0,0,1,1,1
1635,1,0,1,1,1
1636,1,0,0,1,0
1637,0,1,1,1,1
1638,1,0,1,1,0
1639,0,1,0,1,0
1640,0,0,0,1,1
1641,0,0,0,0,1
1642,1,0,1,1,1
1643,0,1,0,0,0
1644,0,0,0,1,0
1645,0,1,1,1,1
1646,0,1,0,1,1
1647,0,1,0,0,1
1648,1,1,1,0,1
1649,0,0,1,1,1
1650,0,1,0,0,0
1651,1,0,1,1,0
1652,0,0,1,0,0
1653,0,1,1,1,0
1654,0,1,1,1,0
1655,1,1,1,0,0
1656,0,0,1,1,0
1657,0,1,1,0,1
1658,0,1,1,0,1
1659,1,0,1,0,0
1660,1,1,0,0,0
1661,1,1,0,0,0
1662,1,1,1,1,1
1663,1,1,0,1,0
1664,0,1,1,0,0
1665,1,0,1,0,0
1666,1,1,1,1,1
1667,1,1,1,1,1
1668,1,0,0,1,1
1669,1,0,1,1,0
1670,1,0,0,0,0
1671,1,0,0,1,1
1672,0,1,1,1,1
1673,1,1,0,0,1
1674,0,0,0,0,0
1675,0,1,1,1,1
1676,0,0,1,0,0
1677,0,0,1,1,0
1678,1,0,0,0,0
1679,0,0,1,0,1
1680,1,1,1,1,1
1681,0,1,0,1,0
1682,1,0,1,1,1
1683,0,1,1,0,0
1684,1,0,0,1,0
1685,1,1,0,0,1
1686,1,1,0,0,1
1687,0,1,0,1,0
1688,1,1,0,1,1
1689,0,0,0,1,1
1690,0,1,0,1,1
1691,0,0,1,1,0
1692,0,0,1,0,1
1693,0,0,1,0,0
1694,0,1,0,1,0
1695,1,1,0,1,1
1696,0,1,0,0,0
1697,1,0,0,1,1
1698,0,1,0,1,0
1699,0,0,1,0,0
1700,1,0,0,0,1
1701,0,0,1,0,1
1702,1,0,0,0,1
1703,0,0,0,1,1
1704,0,0,1,0,0
1705,1,1,1,1,1
1706,1,1,1,1,0
1707,1,0,0,1,0
1708,1,1,1,1,0
1709,0,1,0,0,1
1710,1,0,1,0,0
1711,0,1,1,0,1
1712,0,0,1,1,1
1713,0,1,1,1,0
1714,1,1,1,0,1
1715,1,0,1,0,0
1716,1,0,0,1,1
1717,0,0,0,1,1
1718,1,1,1,0,0
1719,0,1,1,1,1
1720,1,1,1,0,1
1721,1,1,0,0,0
1722,1,1,0,1,1
1723,0,0,1,0,0
1724,1,1,1,1,1
1725,1,1,1,1,1
1726,1,1,1,1,0
1727,0,1,0,0,1
1728,0,0,0,1,0
1729,1,0,0,0,1
1730,0,1,1,0,0
1731,0,1,0,1,0
1732,0,0,0,0,0
1733,1,1,0,0,0
1734,0,1,1,1,0
1735,0,0,1,1,1
1736,1,1,1,0,0
1737,1,1,1,0,1
1738,1,1,0,0,0
1739,1,1,1,1,1
1740,1,1,0,1,0
1741,1,1,0,0,0
1742,0,1,0,0,0
1743,1,0,0,0,0
1744,0,1,0,0,1
1745,1,1,1,1,1
1746,1,0,1,0,1
1747,1,1,1,1,0
1748,1,0,1,0,0
1749,0,1,0,0,1
1750,0,0,0,1,1
1751,0,1,0,0,0
1752,1,1,1,1,1
1753,0,1,1,1,0
1754,0,1,1,0,1
1755,1,1,1,0,0
1756,1,0,1,1,0
1757,1,1,1,0,1
1758,0,1,1,1,1
1759,1,0,0,0,0
1760,1,0,1,1,0
1761,1,1,1,1,1
1762,1,0,1,0,1
1763,1,0,1,0,1
1764,1,0,0,0,0
1765,0,1,0,0,1
1766,1,0,1,1,0
1767,0,1,1,0,0
1768,0,0,0,1,1
1769,1,1,0,0,0
1770,0,0,0,1,1
1771,1,1,0,0,1
1772,0,0,1,0,1
1773,1,0,1,0,1
1774,1,1,1,1,1
1775,0,1,0,0,1
1776,1,1,1,1,0
1777,0,1,0,1,1
1778,0,0,1,0,1
1779,0,1,0,0,1
1780,1,1,1,0,0
1781,0,0,0,1,0
1782,0,0,0,0,0
1783,0,0,1,1,1
1784,0,0,0,1,0
1785,1,1,0,1,1
1786,0,0,0,0,1
1787,0,1,1,1,1
1788,1,1,0,0,1
1789,1,1,1,1,1
1790,1,1,0,0,1
1791,1,1,1,1,0
1792,1,1,1,1,0
1793,1,1,0,0,1
1794,1,1,1,1,1
1795,0,1,1,1,0
1796,1,1,1,1,1
1797,1,1,1,0,0
1798,0,0,1,0,1
1799,1,1,0,1,0
1800,0,1,1,0,1
1801,0,0,1,0,1
1802,1,1,0,1,0
1803,1,1,1,1,1
1804,0,1,1,0,1
1805,1,1,0,0,1
1806,1,1,0,0,0
1807,1,1,0,0,0
1808,0,1,0,1,0
1809,1,0,0,1,1
1810,0,1,0,0,0
1811,1,1,1,1,0
1812,0,1,0,1,0
1813,0,0,0,1,0
1814,1,1,1,0,0
1815,0,0,0,1,0
1816,0,1,1,1,0
1817,0,1,1,0,1
1818,1,1,1,0,1
1819,1,1,1,0,0
1820,1,0,1,1,1
1821,1,1,1,1,0
1822,1,0,0,1,1
1823,0,0,1,1,0
1824,0,0,0,1,0
1825,1,1,1,0,0
1826,0,0,1,0,0
1827,0,1,0,0,1
1828,0,1,0,0,1
1829,1,1,1,1,0
1830,0,1,0,1,0
1831,1,1,1,0,0
1832,1,1,1,1,0
1833,0,1,0,0,0
1834,0,0,0,1,1
1835,1,1,0,0,0
1836,0,0,0,1,0
1837,0,0,0,0,0
1838,1,1,0,1,0
1839,0,0,1,0,0
1840,0,0,0,0,1
1841,0,0,0,0,1
1842,1,1,1,1,0
1843,1,1,1,1,0
1844,1,1,0,1,1
1845,0,1,1,1,1
1846,1,1,0,1,0
1847,0,0,0,0,0
1848,0,0,1,0,0
1849,1,0,1,1,0
1850,1,1,1,1,1
1851,1,1,1,1,1
1852,1,0,1,1,0
1853,0,0,0,0,0
1854,1,1,1,0,1
1855,1,1,1,1,1
1856,1,0,1,0,0
1857,0,0,1,0,1
1858,0,0,0,1,1
1859,1,1,0,1,0
1860,1,0,1,0,1
1861,1,0,0,1,1
1862,1,1,1,1,0
1863,0,0,1,0,1
1864,1,0,1,1,0
1865,1,1,1,0,0
1866,0,1,0,1,0
1867,1,0,0,0,1
1868,0,0,0,0,1
1869,1,0,1,0,0
1870,0,1,0,1,1
1871,0,1,0,0,0
1872,0,0,1,0,0
1873,1,1,0,0,0
1874,1,1,1,1,0
1875,0,1,0,1,0
1876,1,0,0,1,0
1877,0,0,0,1,0
1878,0,0,1,0,1
1879,0,1,0,1,1
1880,0,1,0,1,1
1881,1,1,1,0,1
1882,0,0,0,0,1
1883,1,0,1,0,1
1884,0,0,0,0,0
1885,0,0,1,1,0
1886,1,0,0,1,1
1887,0,0,1,0,0
1888,1,1,0,1,0
1889,1,1,0,0,0
1890,1,0,1,1,1
1891,1,1,1,0,1
1892,0,1,1,1,1
1893,0,0,0,0,1
1894,1,0,0,1,1
1895,1,0,1,1,0
1896,1,1,0,1,1
1897,0,0,0,0,1
1898,1,1,0,1,0
1899,1,0,1,1,1
1900,0,0,1,0,0
1901,0,1,1,0,0
1902,1,0,0,1,0
1903,1,0,0,1,1
1904,1,1,1,1,0
1905,1,0,0,0,0
1906,0,0,0,0,1
1907,1,0,1,1,1
1908,1,1,1,0,0
1909,0,1,1,0,1
1910,0,1,1,1,0
1911,1,0,1,0,0
1912,0,1,1,1,1
1913,0,0,1,0,1
1914,0,0,0,0,1
1915,1,1,0,1,1
1916,1,1,0,1,1
1917,1,0,0,1,0
1918,0,0,0,0,1
1919,0,1,0,0,0
1920,0,1,1,0,1
1921,1,0,1,0,1
1922,1,1,0,0,1
1923,1,0,0,0,0
1924,0,0,0,0,1
1925,1,0,1,1,0
1926,1,0,1,1,0
1927,1,1,1,0,0
1928,1,0,1,1,1
1929,0,1,0,0,1
1930,0,0,0,1,0
1931,0,1,1,1,1
1932,1,1,1,0,0
1933,0,1,1,1,1
1934,0,0,1,1,0
1935,1,1,0,1,1
1936,1,1,0,1,0
1937,1,0,0,0,0
1938,0,1,1,0,1
1939,1,1,1,0,0
1940,0,0,0,0,1
1941,1,0,1,0,0
1942,1,0,1,0,1
1943,0,0,1,1,1
1944,1,1,1,1,1
1945,1,0,0,1,0
1946,0,0,1,1,0
1947,1,1,0,1,1
1948,1,1,1,0,1
1949,0,0,1,0,0
1950,0,0,1,1,1
1951,0,1,1,1,0
1952,0,1,1,0,0
1953,1,1,0,0,0
1954,1,0,0,0,1
1955,1,0,1,1,1
1956,1,0,0,1,1
1957,1,1,0,0,0
1958,1,0,0,0,0
1959,1,0,0,1,1
1960,1,1,1,1,0
1961,0,1,0,1,0
1962,1,1,1,1,1
1963,0,1,1,0,1
1964,1,0,0,0,1
1965,1,1,0,1,1
1966,0,0,1,1,0
1967,1,0,1,0,1
1968,1,0,0,1,0
1969,0,0,0,0,0
1970,0,0,1,0,0
1971,0,1,0,1,1
1972,1,1,0,1,0
1973,1,0,0,1,1
1974,1,0,1,0,1
1975,1,0,1,0,0
1976,0,1,0,1,1
1977,0,1,1,1,1
1978,0,0,1,1,1
1979,1,0,0,0,1
1980,1,0,1,0,1
1981,0,0,1,0,1
1982,0,0,0,0,1
1983,0,0,1,0,0
1984,1,1,1,0,0
1985,0,0,1,0,1
1986,0,0,0,1,1
1987,0,0,1,0,0
1988,0,0,1,1,1
1989,0,0,0,0,1
1990,0,0,0,1,0
1991,1,1,1,1,0
1992,1,1,0,0,1
1993,0,1,1,0,1
1994,1,0,1,0,1
1995,1,1,1,1,0
1996,0,1,0,0,0
1997,1,1,1,1,0
1998,0,0,0,1,1
1999,1,0,1,1,1
2000,1,1,1,0,1
2001,1,0,1,1,0
2002,1,0,0,1,0
2003,0,1,1,0,0
2004,0,0,1,1,0
2005,1,0,1,1,0
2006,0,0,1,0,0
2007,0,0,0,0,1
2008,1,0,1,1,1
2009,1,0,0,1,0
2010,1,0,0,1,0
2011,1,1,0,1,1
2012,0,1,0,1,1
2013,0,0,0,0,1
2014,1,0,1,0,0
2015,0,0,1,0,0
2016,1,1,0,0,0
2017,0,1,0,1,0
2018,0,0,0,1,1
2019,1,0,1,1,0
2020,0,1,0,1,0
2021,1,0,1,0,0
2022,1,0,0,0,0
2023,1,1,1,0,0
2024,1,1,0,1,1
2025,1,0,1,0,1
2026,0,1,1,0,0
2027,0,0,1,1,0
2028,1,1,1,1,1
2029,1,1,0,1,1
2030,0,1,0,0,1
2031,1,0,1,0,0
2032,0,0,1,1,1
2033,0,1,0,0,0
2034,1,0,1,0,1
2035,1,0,1,1,1
2036,0,0,1,0,1
2037,1,0,0,1,0
2038,0,0,0,1,1
2039,1,1,0,0,0
2040,1,1,0,1,0
2041,1,1,1,0,0
2042,1,1,1,0,0
2043,1,1,0,1,0
2044,1,1,1,1,1
2045,1,1,1,1,0
2046,1,0,1,1,0
2047,1,1,0,0,1
2048,1,0,1,0,1
2049,0,1,0,0,1
2050,0,0,1,0,1
2051,1,1,1,1,1
2052,0,0,1,0,1
2053,0,0,0,0,1
2054,0,0,0,0,1
2055,1,1,0,1,0
2056,1,1,1,1,1
2057,1,1,0,1,1
2058,1,1,1,0,0
2059,1,0,1,1,1
2060,1,1,0,1,1
2061,1,0,0,0,1
2062,0,0,0,1,1
2063,0,0,0,1,1
2064,1,0,1,0,1
2065,1,1,1,0,0
2066,0,1,1,0,0
2067,1,1,1,0,1
2068,0,1,0,1,1
2069,0,1,0,1,1
2070,1,0,0,0,1
2071,1,0,1,1,1
2072,0,0,0,0,0
2073,0,0,1,1,1
2074,1,0,1,1,0
2075,0,0,1,0,1
2076,1,0,1,1,0
2077,1,0,0,0,0
2078,1,1,1,0,0
2079,1,0,0,1,0
2080,1,0,0,1,0
2081,1,0,0,1,1
2082,1,1,1,1,0
2083,0,1,1,1,0
2084,0,1,0,1,1
2085,0,0,1,0,0
2086,1,1,0,0,0
2087,1,0,1,0,0
2088,0,1,1,1,0
2089,1,0,1,0,1
2090,1,1,1,1,1
2091,0,1,0,0,1
2092,0,1,0,0,1
2093,1,1,1,1,0
2094,0,1,1,0,0
2095,1,1,0,0,1
2096,1,0,1,1,1
2097,1,0,1,0,1
2098,0,0,0,1,1
2099,0,0,0,1,1
2100,0,1,1,0,0
2101,0,0,0,0,0
2102,1,0,1,0,0
2103,0,1,1,0,0
2104,0,0,1,1,1
2105,1,0,1,0,1
2106,0,0,0,0,0
2107,0,1,0,1,1
2108,1,1,1,0,0
2109,1,1,1,1,1
2110,1,1,0,1,1
2111,0,0,0,1,0
2112,0,1,1,1,1
2113,1,1,1,1,0
2114,1,1,0,1,1
2115,0,1,0,0,0
2116,0,1,1,0,0
2117,0,1,1,0,1
2118,0,1,0,1,0
2119,0,1,1,0,1
2120,1,1,0,1,1
2121,0,0,0,0,1
2122,0,0,1,0,1
2123,1,0,0,1,1
2124,1,0,0,1,1
2125,0,0,1,1,0
2126,1,0,0,1,0
2127,1,1,1,1,0
2128,1,1,1,1,1
2129,1,1,1,1,0
2130,0,1,0,0,0
2131,0,0,1,1,0
2132,1,1,0,0,0
2133,1,0,0,1,0
2134,1,0,0,1,1
2135,1,1,1,1,1
2136,1,0,1,0,0
2137,1,1,1,0,1
2138,0,0,1,0,0
2139,0,0,0,1,1
2140,1,0,0,0,0
2141,1,0,0,1,0
2142,0,0,1,1,1
2143,0,1,1,1,1
2144,1,1,0,1,0
2145,0,0,1,1,1
2146,0,1,0,0,0
2147,0,0,1,0,1
2148,0,1,0,1,0
2149,1,0,0,0,0
2150,0,0,1,0,1
2151,0,0,1,1,1
2152,1,0,0,0,0
2153,1,0,1,1,1
2154,0,0,0,0,1
2155,0,0,1,0,0
2156,1,0,1,1,0
2157,0,0,0,0,0
2158,0,0,1,1,0
2159,1,1,1,1,0
2160,1,1,0,1,1
2161,0,1,0,1,0
2162,1,0,1,0,0
2163,1,1,0,1,0
2164,0,0,0,1,1
2165,1,1,1,0,1
2166,1,1,0,0,0
2167,0,0,1,0,1
2168,1,0,0,0,0
2169,0,0,0,0,0
2170,0,1,0,0,1
2171,0,1,1,0,1
2172,0,1,1,0,1
2173,1,1,1,1,0
2174,0,0,1,1,1
2175,0,0,0,1,0
2176,1,0,0,0,1
2177,1,1,1,0,0
2178,1,1,1,0,0
2179,1,1,1,0,0
2180,0,1,0,0,1
2181,0,1,1,0,1
2182,0,0,1,0,1
2183,1,1,0,0,1
2184,0,1,1,0,1
2185,1,0,1,0,1
2186,0,1,1,0,1
2187,0,1,1,0,0
2188,1,0,1,1,0
2189,0,1,0,1,0
2190,1,1,1,1,1
2191,0,1,1,0,1
2192,0,0,0,0,1
2193,1,1,0,1,1
2194,0,0,1,1,1
2195,0,1,1,0,1
2196,1,0,1,0,0
2197,1,1,1,0,1
2198,0,1,1,1,1
2199,1,1,0,0,0
2200,0,0,0,1,0
2201,0,0,1,1,1
2202,0,0,0,1,1
2203,0,0,0,1,0
2204,0,0,1,1,0
2205,1,1,0,1,1
2206,0,1,1,1,0
2207,1,0,0,0,1
2208,1,1,1,0,0
2209,0,1,0,1,0
2210,1,0,0,0,0
2211,1,0,1,0,0
2212,0,1,0,0,1
2213,0,0,1,1,0
2214,0,0,0,1,1
2215,0,0,0,1,1
2216,0,0,1,0,1
2217,0,1,1,1,0
2218,1,1,0,1,0
2219,1,0,0,1,0
2220,0,1,0,1,0
2221,0,0,1,0,0
